stim,leak_rate,tikhonov_beta,csv_seed,reservoir_seed,RMSE,NRMSE
10-6,0.03,0.001,116,725,0.04077523763920755,0.21923786824522792
10-6,0.03,0.0001,116,725,0.032021490538959335,0.1721712424073224
10-6,0.03,1e-05,116,725,0.028110401965837587,0.15114233440005206
10-6,0.03,1e-06,116,725,0.02530184109571285,0.1360414316548271
10-6,0.03,1e-07,116,725,0.023898068551540124,0.1284937110796886
10-6,0.05,0.001,116,725,0.06883190126903291,0.3700912655620774
10-6,0.05,0.0001,116,725,0.04911076096152845,0.26405581339281947
10-6,0.05,1e-05,116,725,0.033663563636164115,0.18100024319744537
10-6,0.05,1e-06,116,725,0.026446786794892655,0.14219750747137508
10-6,0.05,1e-07,116,725,0.021696208746366328,0.11665488247168597
10-6,0.07,0.001,116,725,0.08496028363840212,0.4568093909153045
10-6,0.07,0.0001,116,725,0.07571957131196988,0.40712447946389013
10-6,0.07,1e-05,116,725,0.05851798977886794,0.3146360407910643
10-6,0.07,1e-06,116,725,0.041425734647398495,0.22273542180058847
10-6,0.07,1e-07,116,725,0.031356261047132,0.1685944761117449
10-6,0.09,0.001,116,725,0.08549973923191381,0.45970990360834996
10-6,0.09,0.0001,116,725,0.08409473620380538,0.45215556704050136
10-6,0.09,1e-05,116,725,0.07547168275881552,0.4057916470611257
10-6,0.09,1e-06,116,725,0.06360540951020448,0.3419897760809957
10-6,0.09,1e-07,116,725,0.05294582026547909,0.2846759317556295
10-6,0.01,0.001,126,721,0.0711831518676387,0.38273332968711843
10-6,0.01,0.0001,126,721,0.06219001081930242,0.3343795447328386
10-6,0.01,1e-05,126,721,0.04549273620842654,0.2446026334715376
10-6,0.01,1e-06,126,721,0.036666722446091767,0.19714744855075816
10-6,0.01,1e-07,126,721,0.0312888377982225,0.16823195880425845
10-6,0.03,0.001,126,721,0.03732457976511966,0.2006845765868806
10-6,0.03,0.0001,126,721,0.029766420573207806,0.1600463165783233
10-6,0.03,1e-05,126,721,0.02730275862587242,0.1467998458111895
10-6,0.03,1e-06,126,721,0.025143503464407035,0.13519009131298426
10-6,0.03,1e-07,126,721,0.023477535061047706,0.12623261166447317
10-6,0.05,0.001,126,721,0.06305321254826785,0.3390207563573664
10-6,0.05,0.0001,126,721,0.042626954940486544,0.22919407150067764
10-6,0.05,1e-05,126,721,0.030176186136575838,0.16224951964455706
10-6,0.05,1e-06,126,721,0.02441264557840071,0.13126045817789325
10-6,0.05,1e-07,126,721,0.020698335790632197,0.11128957861912535
10-6,0.07,0.001,126,721,0.08013474904214621,0.43086374401588634
10-6,0.07,0.0001,126,721,0.06880175047768743,0.3699291525836325
10-6,0.07,1e-05,126,721,0.05269946708956417,0.2833513546777244
10-6,0.07,1e-06,126,721,0.03629581959182163,0.1951532001832621
10-6,0.07,1e-07,126,721,0.02715489013622102,0.1460047953264158
10-6,0.09,0.001,126,721,0.082058351915594,0.44120645733264646
10-6,0.09,0.0001,126,721,0.07873786779000594,0.42335307612914713
10-6,0.09,1e-05,126,721,0.07151662900644007,0.38452634969760224
10-6,0.09,1e-06,126,721,0.06084349051399524,0.3271396545843971
10-6,0.09,1e-07,126,721,0.048687040760118885,0.26177757986021716
10-6,0.01,0.001,126,722,0.07238857344041079,0.3892145685774897
10-6,0.01,0.0001,126,722,0.06648834390027872,0.35749056593692
10-6,0.01,1e-05,126,722,0.05056194845010787,0.27185847181593986
10-6,0.01,1e-06,126,722,0.03727543062232611,0.2004203144043403
10-6,0.01,1e-07,126,722,0.032025101987797414,0.1721906602302556
10-6,0.03,0.001,126,722,0.040252648246823716,0.21642804073747518
10-6,0.03,0.0001,126,722,0.03240461147905307,0.17423118425068992
10-6,0.03,1e-05,126,722,0.029256132838625253,0.15730263189127214
10-6,0.03,1e-06,126,722,0.025848718298020882,0.13898184841185027
10-6,0.03,1e-07,126,722,0.023659112642842435,0.12720890718740893
10-6,0.05,0.001,126,722,0.06254059490496384,0.33626454435592373
10-6,0.05,0.0001,126,722,0.0454269736078183,0.24424904503889164
10-6,0.05,1e-05,126,722,0.032710189228848885,0.1758741964886858
10-6,0.05,1e-06,126,722,0.0253358703753107,0.13622439825781704
10-6,0.05,1e-07,126,722,0.021506734047762353,0.11563612620162074
10-6,0.07,0.001,126,722,0.07580381367538586,0.407577428784129
10-6,0.07,0.0001,126,722,0.06568417531757798,0.35316676021588184
10-6,0.07,1e-05,126,722,0.051797012964284454,0.27849909310745236
10-6,0.07,1e-06,126,722,0.03859680966954858,0.20752502653429256
10-6,0.07,1e-07,126,722,0.03048385560911338,0.16390377853276042
10-6,0.09,0.001,126,722,0.07610198549442673,0.4091806212549061
10-6,0.09,0.0001,126,722,0.07424765202887625,0.3992103515632792
10-6,0.09,1e-05,126,722,0.06828893798398022,0.3671718929221516
10-6,0.09,1e-06,126,722,0.058738308932680346,0.3158206396901024
10-6,0.09,1e-07,126,722,0.04674687855436128,0.25134583131214117
10-6,0.01,0.001,126,723,0.07010117762307047,0.3769158350357252
10-6,0.01,0.0001,126,723,0.06201480835829992,0.3334375265795324
10-6,0.01,1e-05,126,723,0.04490581472206598,0.24144690899396198
10-6,0.01,1e-06,126,723,0.036130661255615884,0.1942651866817084
10-6,0.01,1e-07,126,723,0.03181780830967481,0.17107609593281511
10-6,0.03,0.001,126,723,0.04014097035832773,0.21582757772066505
10-6,0.03,0.0001,126,723,0.03254312351588712,0.17497592751743674
10-6,0.03,1e-05,126,723,0.028415790583296154,0.15278432972256603
10-6,0.03,1e-06,126,723,0.025740047410755057,0.13839755326008962
10-6,0.03,1e-07,126,723,0.02412823677771179,0.12973126588415504
10-6,0.05,0.001,126,723,0.06323986309965389,0.34002432792094023
10-6,0.05,0.0001,126,723,0.04411788266871255,0.23721040287650436
10-6,0.05,1e-05,126,723,0.032434384866439535,0.17439126802601468
10-6,0.05,1e-06,126,723,0.02426893114177431,0.13048774295791524
10-6,0.05,1e-07,126,723,0.02097012496295022,0.11275091844694875
10-6,0.07,0.001,126,723,0.07830379295552913,0.4210191684224244
10-6,0.07,0.0001,126,723,0.06522865974679658,0.3507175712356907
10-6,0.07,1e-05,126,723,0.049462984498427134,0.2659496279196344
10-6,0.07,1e-06,126,723,0.035725216825255715,0.1920852172259671
10-6,0.07,1e-07,126,723,0.029231356728302776,0.15716941717751445
10-6,0.09,0.001,126,723,0.07831874034239215,0.4210995366415059
10-6,0.09,0.0001,126,723,0.0746455957151427,0.401349991465091
10-6,0.09,1e-05,126,723,0.06659309250207679,0.35805377197787747
10-6,0.09,1e-06,126,723,0.055821274175048535,0.30013650100968187
10-6,0.09,1e-07,126,723,0.04418624218145911,0.23757795423160494
10-6,0.01,0.001,126,724,0.07287244332408521,0.39181621133782135
10-6,0.01,0.0001,126,724,0.06385525702970729,0.34333314133730225
10-6,0.01,1e-05,126,724,0.047465462463812474,0.2552094704614056
10-6,0.01,1e-06,126,724,0.03541965366395664,0.1904422834265313
10-6,0.01,1e-07,126,724,0.030446778066790567,0.16370442221237422
10-6,0.03,0.001,126,724,0.04127470865493976,0.22192339424285243
10-6,0.03,0.0001,126,724,0.03242565256966662,0.1743443167330187
10-6,0.03,1e-05,126,724,0.028853825754292444,0.15513953113071965
10-6,0.03,1e-06,126,724,0.025648647012711405,0.1379061170457587
10-6,0.03,1e-07,126,724,0.023789504378666896,0.12790998970351578
10-6,0.05,0.001,126,724,0.06478666434915185,0.34834107671685427
10-6,0.05,0.0001,126,724,0.046566306777871894,0.2503749437432427
10-6,0.05,1e-05,126,724,0.03367911666464731,0.1810838677943045
10-6,0.05,1e-06,126,724,0.026369219937611887,0.1417804506147802
10-6,0.05,1e-07,126,724,0.021793965539513387,0.11718049537247856
10-6,0.07,0.001,126,724,0.07928299103395862,0.4262840623073906
10-6,0.07,0.0001,126,724,0.06674199757327333,0.3588543958925409
10-6,0.07,1e-05,126,724,0.050609422719030794,0.2721137286364459
10-6,0.07,1e-06,126,724,0.03751090968222715,0.2016864241831697
10-6,0.07,1e-07,126,724,0.03129789759011658,0.16828067095350888
10-6,0.09,0.001,126,724,0.07898361599685784,0.4246744004454398
10-6,0.09,0.0001,126,724,0.07512914105860541,0.40394988925694925
10-6,0.09,1e-05,126,724,0.06732161951705247,0.36197087262449024
10-6,0.09,1e-06,126,724,0.055466736218500554,0.29823024244919566
10-6,0.09,1e-07,126,724,0.04379850701290972,0.2354932028796046
10-6,0.01,0.001,126,725,0.07063276572087841,0.3797740462466363
10-6,0.01,0.0001,126,725,0.06033568314181676,0.3244093061621338
10-6,0.01,1e-05,126,725,0.04301885619531807,0.23130122281717364
10-6,0.01,1e-06,126,725,0.035117189302125006,0.1888160110674376
10-6,0.01,1e-07,126,725,0.030615570495923308,0.1646119752882492
10-6,0.03,0.001,126,725,0.040775242066909204,0.2192378920518304
10-6,0.03,0.0001,126,725,0.032021496079782656,0.1721712721988911
10-6,0.03,1e-05,126,725,0.028110380783291644,0.15114222050700116
10-6,0.03,1e-06,126,725,0.025301959366399857,0.13604206756561013
10-6,0.03,1e-07,126,725,0.023900316222307896,0.12850579622195077
10-6,0.05,0.001,126,725,0.06883190202577515,0.37009126963088396
10-6,0.05,0.0001,126,725,0.04911074773731049,0.2640557422896323
10-6,0.05,1e-05,126,725,0.03366350073448059,0.18099990499142124
10-6,0.05,1e-06,126,725,0.026448662408803617,0.14220759216049766
10-6,0.05,1e-07,126,725,0.021692879327454645,0.11663698105045696
10-6,0.07,0.001,126,725,0.08496027642630027,0.456809352137705
10-6,0.07,0.0001,126,725,0.07571959775903163,0.40712462166287594
10-6,0.07,1e-05,126,725,0.05851875833932797,0.31464017314115295
10-6,0.07,1e-06,126,725,0.041433778644181046,0.22277867228320694
10-6,0.07,1e-07,126,725,0.03141539722258133,0.16891243597641584
10-6,0.09,0.001,126,725,0.08549973978487042,0.45970990658145416
10-6,0.09,0.0001,126,725,0.08409487467218092,0.4521563115490127
10-6,0.09,1e-05,126,725,0.07547289800621819,0.4057981811309528
10-6,0.09,1e-06,126,725,0.06361515403866105,0.342042169880997
10-6,0.09,1e-07,126,725,0.05303594515368726,0.2851605098846751
10-6,0.01,0.001,136,721,0.0711831527789698,0.38273333458710923
10-6,0.01,0.0001,136,721,0.062190019575385676,0.3343795918120253
10-6,0.01,1e-05,136,721,0.045492703938761925,0.2446024599659276
10-6,0.01,1e-06,136,721,0.0366665152115629,0.19714633430449094
10-6,0.01,1e-07,136,721,0.031286202172466936,0.16821778772873325
10-6,0.03,0.001,136,721,0.03732457995974356,0.2006845776333228
10-6,0.03,0.0001,136,721,0.029766432536112893,0.1600463808997586
10-6,0.03,1e-05,136,721,0.02730277567291952,0.14679993746873662
10-6,0.03,1e-06,136,721,0.025143576670805155,0.13519048492478386
10-6,0.03,1e-07,136,721,0.0234752837874052,0.1262205071504888
10-6,0.05,0.001,136,721,0.06305320942993649,0.33902073959090817
10-6,0.05,0.0001,136,721,0.04262696682279721,0.22919413538877764
10-6,0.05,1e-05,136,721,0.03017631606413484,0.16225021823131489
10-6,0.05,1e-06,136,721,0.02441331904986072,0.13126407925911227
10-6,0.05,1e-07,136,721,0.020698157371883165,0.1112886193078262
10-6,0.07,0.001,136,721,0.08013475398925451,0.43086377061520353
10-6,0.07,0.0001,136,721,0.06880181061509988,0.36992947592688863
10-6,0.07,1e-05,136,721,0.05269938437919174,0.28335090996552204
10-6,0.07,1e-06,136,721,0.03629390906725717,0.19514292778861786
10-6,0.07,1e-07,136,721,0.027131325340206968,0.14587809353525844
10-6,0.09,0.001,136,721,0.0820583630325746,0.44120651710576536
10-6,0.09,0.0001,136,721,0.07873793816152122,0.4233534544985176
10-6,0.09,1e-05,136,721,0.07151695645922253,0.3845281103262125
10-6,0.09,1e-06,136,721,0.06083917509332192,0.32711645168764464
10-6,0.09,1e-07,136,721,0.048629867936167144,0.26147017642689696
10-6,0.01,0.001,136,722,0.07238857289403869,0.3892145656397888
10-6,0.01,0.0001,136,722,0.06648834039455924,0.35749054708757644
10-6,0.01,1e-05,136,722,0.05056190486691719,0.271858237480437
10-6,0.01,1e-06,136,722,0.037275436655290824,0.20042034684202548
10-6,0.01,1e-07,136,722,0.032025311272083024,0.17219178549753278
10-6,0.03,0.001,136,722,0.040252650128005336,0.21642805085210043
10-6,0.03,0.0001,136,722,0.03240460524434923,0.1742311507283058
10-6,0.03,1e-05,136,722,0.02925599964757749,0.1573019157575824
10-6,0.03,1e-06,136,722,0.025848213304244166,0.13897913319140043
10-6,0.03,1e-07,136,722,0.023656133626344153,0.1271928897889984
10-6,0.05,0.001,136,722,0.06254059484874981,0.33626454405367545
10-6,0.05,0.0001,136,722,0.04542697670829723,0.24424906170936203
10-6,0.05,1e-05,136,722,0.032710466680492316,0.17587568827415093
10-6,0.05,1e-06,136,722,0.0253377226733427,0.13623435758351085
10-6,0.05,1e-07,136,722,0.021520270735063178,0.11570890945534926
10-6,0.07,0.001,136,722,0.07580381082167596,0.4075774134404717
10-6,0.07,0.0001,136,722,0.06568414462216156,0.35316659517459575
10-6,0.07,1e-05,136,722,0.05179681051386393,0.2784980045840938
10-6,0.07,1e-06,136,722,0.03859862187775347,0.20753477030739256
10-6,0.07,1e-07,136,722,0.030465168237390573,0.1638033013859228
10-6,0.09,0.001,136,722,0.07610198741298375,0.4091806315704892
10-6,0.09,0.0001,136,722,0.07424760361360833,0.3992100912469514
10-6,0.09,1e-05,136,722,0.06828875663933069,0.36717091787904493
10-6,0.09,1e-06,136,722,0.05873935401846563,0.3158262588450838
10-6,0.09,1e-07,136,722,0.04679617320929648,0.25161087587569475
10-6,0.01,0.001,136,723,0.07010117776674771,0.3769158358082404
10-6,0.01,0.0001,136,723,0.06201479959596156,0.3334374794667136
10-6,0.01,1e-05,136,723,0.04490572449854025,0.2414464238854846
10-6,0.01,1e-06,136,723,0.03613040224794036,0.19426379406467098
10-6,0.01,1e-07,136,723,0.03181817967203239,0.17107809265181265
10-6,0.03,0.001,136,723,0.04014097038278357,0.21582757785215775
10-6,0.03,0.0001,136,723,0.03254313257974418,0.17497597625144334
10-6,0.03,1e-05,136,723,0.02841583010584699,0.15278454222506252
10-6,0.03,1e-06,136,723,0.025740392642741607,0.13839940948286508
10-6,0.03,1e-07,136,723,0.02412744040320707,0.12972698398516808
10-6,0.05,0.001,136,723,0.06323986328565201,0.3400243289210038
10-6,0.05,0.0001,136,723,0.044117883959854484,0.2372104098186394
10-6,0.05,1e-05,136,723,0.03243437637243135,0.17439122235593757
10-6,0.05,1e-06,136,723,0.024268772676691957,0.1304868909323022
10-6,0.05,1e-07,136,723,0.020968940565216518,0.11274455024778364
10-6,0.07,0.001,136,723,0.07830379373232457,0.42101917259905186
10-6,0.07,0.0001,136,723,0.06522868840258159,0.3507177253104082
10-6,0.07,1e-05,136,723,0.04946281825809275,0.2659487340885095
10-6,0.07,1e-06,136,723,0.03572156991120148,0.19206560871577277
10-6,0.07,1e-07,136,723,0.029221828063050584,0.1571181840179288
10-6,0.09,0.001,136,723,0.07831874303053833,0.4210995510949701
10-6,0.09,0.0001,136,723,0.07464568478647698,0.40135047037853405
10-6,0.09,1e-05,136,723,0.06659329037765159,0.35805483590347814
10-6,0.09,1e-06,136,723,0.055820983651540944,0.3001349389401964
10-6,0.09,1e-07,136,723,0.04416450069233479,0.23746105588829497
10-6,0.01,0.001,136,724,0.07287244309227141,0.3918162100914187
10-6,0.01,0.0001,136,724,0.06385525693042138,0.34333314080346766
10-6,0.01,1e-05,136,724,0.04746541909509312,0.25520923727905936
10-6,0.01,1e-06,136,724,0.03541899229019571,0.19043872739149986
10-6,0.01,1e-07,136,724,0.030444816131212263,0.16369387339405395
10-6,0.03,0.001,136,724,0.0412747096492185,0.22192339958883112
10-6,0.03,0.0001,136,724,0.032425650809342246,0.1743443072682115
10-6,0.03,1e-05,136,724,0.02885383509010825,0.15513958132697783
10-6,0.03,1e-06,136,724,0.025648512188010123,0.13790539212833805
10-6,0.03,1e-07,136,724,0.023785165348617434,0.12788665986527636
10-6,0.05,0.001,136,724,0.06478666530126675,0.34834108183612894
10-6,0.05,0.0001,136,724,0.04656631078679001,0.2503749652981548
10-6,0.05,1e-05,136,724,0.033679080254377304,0.1810836720257341
10-6,0.05,1e-06,136,724,0.0263691932814497,0.14178030729151558
10-6,0.05,1e-07,136,724,0.021795223301683753,0.11718725803317549
10-6,0.07,0.001,136,724,0.07928298804652238,0.4262840462447214
10-6,0.07,0.0001,136,724,0.06674198121821225,0.35885430795562295
10-6,0.07,1e-05,136,724,0.05060968717733823,0.2721151505601162
10-6,0.07,1e-06,136,724,0.03750938213324004,0.20167821094879107
10-6,0.07,1e-07,136,724,0.03126640490777257,0.1681113429754964
10-6,0.09,0.001,136,724,0.07898361771689294,0.4246744096936221
10-6,0.09,0.0001,136,724,0.07512918670292691,0.4039501346746175
10-6,0.09,1e-05,136,724,0.06732232195121249,0.36197464943062896
10-6,0.09,1e-06,136,724,0.05547312966624813,0.2982646183581068
10-6,0.09,1e-07,136,724,0.043879802504887114,0.23593030763707468
10-6,0.01,0.001,136,725,0.07063276667135668,0.37977405135711123
10-6,0.01,0.0001,136,725,0.06033568686992094,0.3244093262071822
10-6,0.01,1e-05,136,725,0.04301878120502753,0.23130081961384757
10-6,0.01,1e-06,136,725,0.03511730768785409,0.18881664759677197
10-6,0.01,1e-07,136,725,0.03061739250528225,0.16462177175961037
10-6,0.03,0.001,136,725,0.04077524086184536,0.21923788557251492
10-6,0.03,0.0001,136,725,0.03202150251363426,0.17217130679204107
10-6,0.03,1e-05,136,725,0.028110371440738892,0.15114217027452018
10-6,0.03,1e-06,136,725,0.025301357331285888,0.13603883057908014
10-6,0.03,1e-07,136,725,0.02389825901889849,0.12849473517323254
10-6,0.05,0.001,136,725,0.06883190156805408,0.3700912671698366
10-6,0.05,0.0001,136,725,0.04911077379618784,0.2640558824014514
10-6,0.05,1e-05,136,725,0.03366361035102261,0.18100049437111312
10-6,0.05,1e-06,136,725,0.02644885225611191,0.1422086129201933
10-6,0.05,1e-07,136,725,0.02169460021137315,0.1166462337965753
10-6,0.07,0.001,136,725,0.08496028071422727,0.4568093751927754
10-6,0.07,0.0001,136,725,0.07571956873975146,0.4071244656337394
10-6,0.07,1e-05,136,725,0.05851809615216282,0.3146366127326582
10-6,0.07,1e-06,136,725,0.041428884371541935,0.2227523570496943
10-6,0.07,1e-07,136,725,0.03139623930277671,0.16880942881468836
10-6,0.09,0.001,136,725,0.08549973531864005,0.4597098825676928
10-6,0.09,0.0001,136,725,0.08409471128960212,0.45215543308329775
10-6,0.09,1e-05,136,725,0.07547135538908832,0.405789886879082
10-6,0.09,1e-06,136,725,0.06361133219260225,0.3420216208068234
10-6,0.09,1e-07,136,725,0.05302536216551457,0.2851036079044298
10-6,0.01,0.001,146,721,0.0711831501471014,0.38273332043623604
10-6,0.01,0.0001,146,721,0.062190008482632675,0.33437953216917193
10-6,0.01,1e-05,146,721,0.045492706012497976,0.24460247111586805
10-6,0.01,1e-06,146,721,0.03666676184549821,0.19714766039113923
10-6,0.01,1e-07,146,721,0.03128779063207766,0.16822632846372368
10-6,0.03,0.001,146,721,0.037324579646363945,0.20068457594836198
10-6,0.03,0.0001,146,721,0.029766432450650696,0.16004638044025055
10-6,0.03,1e-05,146,721,0.02730277810928909,0.14679995056846337
10-6,0.03,1e-06,146,721,0.025143244463819343,0.13518869873405628
10-6,0.03,1e-07,146,721,0.023473564731073756,0.12621126423083168
10-6,0.05,0.001,146,721,0.0630532122123144,0.3390207545510319
10-6,0.05,0.0001,146,721,0.042626958754029644,0.22919409200510896
10-6,0.05,1e-05,146,721,0.030176314072570164,0.16225020752318858
10-6,0.05,1e-06,146,721,0.024412993379720783,0.13126232821530812
10-6,0.05,1e-07,146,721,0.020701183600908186,0.11130489055573743
10-6,0.07,0.001,146,721,0.08013475624742018,0.43086378275677417
10-6,0.07,0.0001,146,721,0.06880183707134331,0.369929618175242
10-6,0.07,1e-05,146,721,0.05269897568019169,0.28334871249708987
10-6,0.07,1e-06,146,721,0.03628971347404327,0.19512036917300957
10-6,0.07,1e-07,146,721,0.02716370599205258,0.1460521958947796
10-6,0.09,0.001,146,721,0.08205837177402787,0.4412065641062905
10-6,0.09,0.0001,146,721,0.07873799415784234,0.4233537555762006
10-6,0.09,1e-05,146,721,0.07151618269267346,0.3845239499843344
10-6,0.09,1e-06,146,721,0.0608382195495403,0.32711131397677334
10-6,0.09,1e-07,146,721,0.04874978685912109,0.26211494934675866
